"sim","name","k.studies","k.species","mu","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
26,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",726,8
27,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",727,8
28,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",728,8
29,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",729,8
30,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",730,8
31,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",731,8
32,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",732,8
33,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",733,8
34,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",734,8
35,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",735,8
36,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",736,8
37,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",737,8
38,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",738,8
39,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",739,8
40,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",740,8
41,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",741,8
42,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",742,8
43,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",743,8
44,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",744,8
45,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",745,8
46,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",746,8
47,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",747,8
48,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",748,8
49,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",749,8
50,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",750,8
51,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",751,8
52,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",752,8
53,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",753,8
54,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",754,8
55,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",755,8
56,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",756,8
57,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",757,8
58,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",758,8
59,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",759,8
60,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",760,8
61,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",761,8
62,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",762,8
63,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",763,8
64,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",764,8
65,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",765,8
66,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",766,8
67,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",767,8
68,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",768,8
69,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",769,8
70,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",770,8
71,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",771,8
72,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",772,8
73,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",773,8
74,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",774,8
75,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",775,8
76,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",776,8
77,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",777,8
78,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",778,8
79,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",779,8
80,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",780,8
81,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",781,8
82,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",782,8
83,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",783,8
84,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",784,8
85,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",785,8
86,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",786,8
87,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",787,8
88,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",788,8
89,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",789,8
90,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",790,8
91,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",791,8
92,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",792,8
93,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",793,8
94,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",794,8
95,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",795,8
96,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",796,8
97,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",797,8
98,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",798,8
99,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",799,8
100,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",800,8
1,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",801,9
2,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",802,9
3,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",803,9
4,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",804,9
5,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",805,9
6,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",806,9
7,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",807,9
8,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",808,9
9,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",809,9
10,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",810,9
11,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",811,9
12,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",812,9
13,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",813,9
14,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",814,9
15,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",815,9
16,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",816,9
17,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",817,9
18,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",818,9
19,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",819,9
20,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",820,9
21,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",821,9
22,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",822,9
23,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",823,9
24,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",824,9
25,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",825,9
26,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",826,9
27,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",827,9
28,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",828,9
29,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",829,9
30,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",830,9
31,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",831,9
32,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",832,9
33,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",833,9
34,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",834,9
35,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",835,9
36,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",836,9
37,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",837,9
38,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",838,9
39,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",839,9
40,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",840,9
41,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",841,9
42,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",842,9
43,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",843,9
44,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",844,9
45,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",845,9
46,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",846,9
47,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",847,9
48,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",848,9
49,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",849,9
50,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",850,9
51,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",851,9
52,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",852,9
53,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",853,9
54,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",854,9
55,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",855,9
56,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",856,9
57,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",857,9
58,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",858,9
59,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",859,9
60,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",860,9
61,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",861,9
62,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",862,9
63,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",863,9
64,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",864,9
65,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",865,9
66,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",866,9
67,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",867,9
68,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",868,9
69,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",869,9
70,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",870,9
71,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",871,9
72,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",872,9
73,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",873,9
74,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",874,9
75,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",875,9
76,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",876,9
77,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",877,9
78,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",878,9
79,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",879,9
80,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",880,9
81,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",881,9
82,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",882,9
83,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",883,9
84,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",884,9
85,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",885,9
86,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",886,9
87,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",887,9
88,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",888,9
89,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",889,9
90,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",890,9
91,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",891,9
92,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",892,9
93,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",893,9
94,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",894,9
95,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",895,9
96,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",896,9
97,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",897,9
98,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",898,9
99,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",899,9
100,"study2",20,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",900,9
1,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",901,10
2,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",902,10
3,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",903,10
4,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",904,10
5,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",905,10
6,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",906,10
7,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",907,10
8,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",908,10
9,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",909,10
10,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",910,10
11,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",911,10
12,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",912,10
13,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",913,10
14,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",914,10
15,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",915,10
16,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",916,10
17,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",917,10
18,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",918,10
19,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",919,10
20,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",920,10
21,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",921,10
22,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",922,10
23,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",923,10
24,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",924,10
25,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",925,10
26,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",926,10
27,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",927,10
28,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",928,10
29,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",929,10
30,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",930,10
31,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",931,10
32,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",932,10
33,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",933,10
34,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",934,10
35,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",935,10
36,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",936,10
37,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",937,10
38,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",938,10
39,"study2",50,40,0.2,0.3,0.3,0.05,0.05,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",939,10
